arrival_date,departure_date,location,transportation_modes,genre,hotel
12-15-2009,20-Dec-2009,"Lahore | Pakistan","boat | walk | train | motorcycle",fem,"Bahringer LLC"
08-19-1987,29-Aug-1987,"Pune - India","motorcycle ; ferry ; tram ; boat",Masc,"Lubowitz, Prohaska and Reilly"
09-28-2004,06-Oct-2004,"Pune ; India","motorcycle | walk | tram | train | horse | boat | taxi | caravan",Female,Blick-Bartell
06-25-1989,29-Jun-1989,"Durban - South Africa","car | ferry | bicycle | train",Female,"Nienow LLC"
02-06-1994,12-Feb-1994,"Dhaka - Bangladesh","car - caravan - ferry - subway - tram - taxi - bus",Fem,"Heaney Inc"
03-06-2001,16-Mar-2001,"Dhaka - Bangladesh","horse | car | airplane | caravan | bus | ferry | subway | bicycle",Male,"Hodkiewicz, Luettgen and Stoltenberg"
10-03-1986,11-Oct-1986,"Yangon - Myanmar","taxi ; airplane ; walk ; caravan",Female,Feest-Bode
11-10-1970,19-Nov-1970,"Mumbai - India","subway ; taxi ; ferry ; train ; horse",fem,Blick-Bartell
03-02-2013,10-Mar-2013,"Yangon ; Myanmar","walk ; motorcycle ; ferry ; bus ; tram",F,"Kulas LLC"
02-17-2021,27-Feb-2021,"Bangkok | Thailand","taxi - motorcycle - airplane - bus - tram - ferry - walk",Female,Feest-Bode
12-15-1993,25-Dec-1993,"Mexico City | Mexico","ferry - boat - car - bus - train - horse - caravan",M,Wolff-Cartwright
02-27-1975,05-Mar-1975,"Rio de Janeiro - Brazil","airplane | train | bus | ferry | tram | horse | car",F,"Dare, Hoppe and Moore"
11-03-1977,10-Nov-1977,"Johannesburg | South Africa","bus - taxi - car - subway",fem,"Heaney Inc"
05-04-2015,10-May-2015,"Addis Ababa ; Ethiopia","bus | horse | boat | airplane",Fem,"Bahringer LLC"
03-16-1978,26-Mar-1978,"Ankara - Turkey","ferry | bicycle | motorcycle | subway | caravan",F,"Funk, Morar and Rodriguez"
05-06-2012,10-May-2012,"Yangon | Myanmar","car | subway | taxi | bicycle | airplane",Female,"Bahringer LLC"
02-14-2018,20-Feb-2018,"Delhi | India","boat | bus | ferry | subway | car",Masc,"Fritsch, Hegmann and Mueller"
07-09-2017,15-Jul-2017,"Pune - India","boat ; car ; ferry ; airplane ; taxi ; subway ; horse",Fem,"Kulas LLC"
03-01-1988,08-Mar-1988,"Alexandria ; Egypt","walk - motorcycle - bicycle - bus - airplane",Masc,"Goldner LLC"
03-31-1984,10-Apr-1984,"Casablanca - Morocco","tram ; horse ; caravan ; train ; walk ; motorcycle ; bicycle ; bus",fem,Blick-Bartell
07-13-1991,22-Jul-1991,"Delhi - India","airplane - motorcycle - bicycle - subway",fem,"Ledner LLC"
03-18-2003,24-Mar-2003,"Delhi - India","tram - boat - ferry - bus - caravan - motorcycle - taxi - airplane",Female,"Koelpin, Hoppe and Corwin"
12-28-1997,01-Jan-1998,"Yangon | Myanmar","boat ; subway ; train ; caravan ; horse ; tram ; motorcycle",Masc,"Botsford Inc"
08-11-1993,18-Aug-1993,"Lahore ; Pakistan","bicycle ; caravan ; boat ; taxi ; train ; walk ; horse",fem,"Ledner LLC"
08-08-2006,18-Aug-2006,"Alexandria - Egypt","car ; airplane ; motorcycle ; taxi ; bicycle ; train ; subway ; walk",Female,"Cole Group"
05-05-1975,12-May-1975,"Lagos | Nigeria","tram - bicycle - car - subway - airplane",Fem,"Cremin Inc"
04-01-1989,05-Apr-1989,"Abidjan | Ivory Coast","airplane ; tram ; bus ; motorcycle ; horse ; bicycle ; caravan ; car",Masc,"Fritsch, Hegmann and Mueller"
11-06-1993,13-Nov-1993,"Addis Ababa ; Ethiopia","tram | subway | taxi | motorcycle | horse",M,"Ledner LLC"
10-26-2020,30-Oct-2020,"Mumbai | India","train | ferry | bus | taxi | caravan",F,"Dare, Hoppe and Moore"
03-09-1975,16-Mar-1975,"Hanoi | Vietnam","tram | airplane | taxi | caravan",Female,"Schaden LLC"
10-23-1982,28-Oct-1982,"Chennai - India","bicycle ; caravan ; train ; bus ; airplane",fem,"Cole Group"
03-17-2015,22-Mar-2015,"Yangon ; Myanmar","airplane - horse - motorcycle - bicycle",masc,Langosh-Franecki
11-11-2001,15-Nov-2001,"Beijing ; China","ferry ; caravan ; car ; boat ; subway ; tram ; train ; bicycle",Female,"Feil LLC"
02-22-1976,26-Feb-1976,"Bangkok | Thailand","bicycle | subway | motorcycle | boat | horse | ferry",F,"Altenwerth and Sons"
09-10-1977,15-Sep-1977,"Delhi ; India","caravan - motorcycle - subway - tram - car - bus",fem,Langosh-Franecki
06-28-1975,03-Jul-1975,"Hanoi ; Vietnam","car | bicycle | caravan | subway | boat | train",fem,"Funk, Morar and Rodriguez"
11-02-2000,09-Nov-2000,"Chennai - India","motorcycle | train | caravan | boat | ferry | bicycle | horse | walk",F,White-Stroman
07-09-1979,18-Jul-1979,"Delhi | India","caravan ; taxi ; car ; subway ; bicycle ; airplane",masc,Langosh-Franecki
08-21-1982,29-Aug-1982,"Alexandria ; Egypt","walk - bicycle - car - train - motorcycle",Female,"Hayes, Bins and Considine"
04-25-1984,03-May-1984,"Ankara - Turkey","motorcycle ; horse ; taxi ; bicycle ; walk ; boat",Female,"Cole Group"
10-28-1988,06-Nov-1988,"Lahore ; Pakistan","subway ; airplane ; bus ; motorcycle ; tram",fem,"Medhurst, Streich and Schamberger"
10-18-1994,25-Oct-1994,"London ; United Kingdom","train | airplane | caravan | taxi | walk | horse | ferry",fem,"Murray LLC"
09-09-2001,13-Sep-2001,"Bangkok | Thailand","boat - motorcycle - ferry - train",M,"Cremin Inc"
07-19-1975,26-Jul-1975,"Mexico City - Mexico","taxi | boat | subway | horse",fem,"Bahringer LLC"
04-19-2008,29-Apr-2008,"Lahore - Pakistan","ferry - caravan - train - tram",M,"Fritsch, Hegmann and Mueller"
05-04-1980,10-May-1980,"Rio de Janeiro | Brazil","walk ; car ; boat ; bicycle ; train ; motorcycle",Fem,"Kulas LLC"
07-11-1979,16-Jul-1979,"Hanoi - Vietnam","boat ; car ; tram ; ferry",F,"Hodkiewicz, Luettgen and Stoltenberg"
07-04-1982,10-Jul-1982,"Chennai - India","bus ; horse ; walk ; ferry ; boat",Female,"Leannon, Cassin and Trantow"
12-16-2007,23-Dec-2007,"Delhi | India","airplane - bicycle - car - train - ferry - horse - bus",F,Grant-Hand
10-19-2009,25-Oct-2009,"Chennai | India","motorcycle | horse | tram | walk | subway | ferry",M,"Cole Group"
10-08-2010,15-Oct-2010,"Durban - South Africa","motorcycle ; bicycle ; boat ; ferry ; bus ; taxi ; horse ; car",Female,Grant-Hand
02-29-2004,08-Mar-2004,"Pune - India","airplane | tram | boat | bicycle | taxi | motorcycle | bus",M,White-Stroman
10-16-1994,23-Oct-1994,"Alexandria | Egypt","taxi - horse - motorcycle - car - bicycle - subway - tram - train",Male,White-Stroman
11-09-1979,13-Nov-1979,"Durban | South Africa","subway - motorcycle - tram - horse - bicycle - bus - ferry",masc,"Cremin Inc"
04-04-2018,08-Apr-2018,"Addis Ababa | Ethiopia","airplane - car - taxi - boat",M,"Kassulke, Rath and Upton"
09-30-2014,05-Oct-2014,"Dhaka | Bangladesh","walk - bicycle - subway - tram - ferry - boat",M,"Heaney - Robel and Witting"
09-01-1985,11-Sep-1985,"Abidjan | Ivory Coast","walk - airplane - tram - caravan - train - motorcycle - horse - bus",fem,Kerluke-Armstrong
09-24-1988,01-Oct-1988,"Abidjan | Ivory Coast","subway ; caravan ; ferry ; bus ; tram ; bicycle ; taxi ; boat",Male,"Altenwerth and Sons"
05-18-1997,26-May-1997,"Addis Ababa ; Ethiopia","taxi - bus - walk - ferry",Fem,"Hodkiewicz, Luettgen and Stoltenberg"
06-11-2005,19-Jun-2005,"London | United Kingdom","train ; bicycle ; tram ; ferry ; motorcycle ; bus ; horse",masc,"Dare, Hoppe and Moore"
03-10-1999,14-Mar-1999,"Rio de Janeiro - Brazil","ferry | airplane | bicycle | tram | subway",Fem,"Sporer Group"
11-16-1977,20-Nov-1977,"Chennai | India","train ; car ; horse ; taxi ; ferry ; boat",fem,Kerluke-Armstrong
08-05-1988,14-Aug-1988,"London | United Kingdom","airplane - bicycle - walk - subway - horse - car",fem,"Hodkiewicz, Luettgen and Stoltenberg"
02-14-2020,18-Feb-2020,"Addis Ababa | Ethiopia","walk ; bicycle ; bus ; caravan",masc,"Goldner LLC"
03-25-1972,04-Apr-1972,"Alexandria ; Egypt","ferry | bus | train | taxi | car | walk",Fem,"Ledner LLC"
04-01-1980,05-Apr-1980,"Lagos ; Nigeria","subway | boat | train | ferry | car",M,"Leannon, Cassin and Trantow"
03-02-2009,11-Mar-2009,"London | United Kingdom","horse - airplane - subway - car - taxi - caravan",masc,"Nienow LLC"
06-08-1979,15-Jun-1979,"Delhi ; India","bicycle - ferry - subway - caravan - boat - airplane - bus - car",F,"Cole Group"
05-28-1983,01-Jun-1983,"Delhi | India","motorcycle | taxi | horse | caravan | bicycle",fem,Schmeler-Renner
01-14-1995,20-Jan-1995,"Alexandria - Egypt","boat | bus | train | caravan",Masc,"Kassulke, Rath and Upton"
08-22-1972,26-Aug-1972,"Addis Ababa | Ethiopia","horse | subway | taxi | train | walk | boat | bicycle | bus",Male,"Altenwerth and Sons"
07-26-2012,02-Aug-2012,"Ankara | Turkey","taxi | airplane | caravan | subway | boat | tram | bicycle",Fem,Rogahn-Crist
05-28-1986,01-Jun-1986,"Bangkok ; Thailand","bicycle ; airplane ; boat ; taxi ; tram ; bus",Female,Schmeler-Renner
02-18-2004,22-Feb-2004,"Beijing | China","bus ; subway ; caravan ; motorcycle ; walk",Male,"Heaney Inc"
04-22-1996,01-May-1996,"Bangkok ; Thailand","walk ; car ; horse ; taxi",Masc,"Ledner LLC"
12-31-2014,10-Jan-2015,"Ankara | Turkey","motorcycle - bicycle - horse - ferry - taxi - boat - subway - walk",F,"Schaden LLC"
05-15-2020,19-May-2020,"Delhi - India","boat ; tram ; ferry ; bicycle ; taxi ; horse",F,"Kulas LLC"
03-20-1984,25-Mar-1984,"Abidjan | Ivory Coast","ferry ; car ; walk ; train ; caravan ; subway ; motorcycle",fem,"Sporer Group"
09-27-2016,07-Oct-2016,"Ankara ; Turkey","airplane | horse | car | bus | motorcycle | taxi",masc,White-Stroman
06-06-1973,10-Jun-1973,"Lagos ; Nigeria","train | caravan | boat | tram | horse",Masc,Quigley-Braun
11-19-1988,25-Nov-1988,"Durban | South Africa","train - bicycle - airplane - taxi",Male,"Funk, Morar and Rodriguez"
01-12-1990,20-Jan-1990,"Delhi - India","car | ferry | horse | bus",Female,"Nienow LLC"
07-06-2006,13-Jul-2006,"Casablanca ; Morocco","walk | caravan | motorcycle | airplane | car",Male,Blick-Bartell
02-02-2011,12-Feb-2011,"Addis Ababa - Ethiopia","train ; walk ; subway ; caravan ; bicycle ; car ; airplane ; ferry",Female,"Feil LLC"
04-16-1975,22-Apr-1975,"Bangkok ; Thailand","horse | airplane | boat | tram | bus | motorcycle",Female,"Cole Group"
08-05-1991,10-Aug-1991,"Alexandria - Egypt","airplane | walk | car | bus",fem,Quigley-Braun
09-17-1977,24-Sep-1977,"Yangon | Myanmar","airplane ; taxi ; boat ; train ; walk",fem,Rogahn-Crist
03-31-1976,05-Apr-1976,"Mexico City - Mexico","bicycle - ferry - taxi - tram - caravan",Fem,"Kassulke, Rath and Upton"
11-04-2012,11-Nov-2012,"Rio de Janeiro | Brazil","airplane ; bus ; car ; tram ; walk ; taxi ; bicycle ; motorcycle",F,"Schinner, Sauer and Powlowski"
08-09-1971,19-Aug-1971,"Mexico City | Mexico","ferry - bicycle - tram - subway - bus - walk - taxi",Masc,"Lubowitz, Prohaska and Reilly"
04-26-1989,05-May-1989,"Mexico City - Mexico","subway - bus - airplane - tram - car",Fem,Rogahn-Crist
01-02-1989,10-Jan-1989,"Durban ; South Africa","motorcycle ; tram ; taxi ; ferry ; caravan ; train",masc,Grant-Hand
08-25-2012,01-Sep-2012,"Johannesburg - South Africa","walk | train | bicycle | horse | subway | boat",M,"Cremin Inc"
05-17-1973,25-May-1973,"Pune - India","train ; boat ; airplane ; car ; bus",Fem,"Sporer Group"
07-31-1971,07-Aug-1971,"Durban | South Africa","car - subway - train - tram - boat",Male,White-Stroman
11-16-2000,20-Nov-2000,"Johannesburg - South Africa","caravan ; train ; subway ; airplane",F,"Heaney Inc"
01-13-1989,18-Jan-1989,"Hanoi | Vietnam","train ; motorcycle ; subway ; taxi ; ferry ; airplane ; bus",Female,Wolff-Cartwright
03-03-2019,12-Mar-2019,"Beijing | China","ferry - airplane - car - bicycle - bus",M,"Hodkiewicz, Luettgen and Stoltenberg"
04-04-1970,09-Apr-1970,"Ankara ; Turkey","caravan - car - walk - bus - motorcycle - taxi - train - ferry",masc,White-Stroman
03-13-1972,17-Mar-1972,"Casablanca - Morocco","horse ; motorcycle ; subway ; taxi ; train",masc,"Funk, Morar and Rodriguez"
03-12-2008,21-Mar-2008,"Dhaka | Bangladesh","tram - bus - bicycle - motorcycle - horse - ferry - airplane - subway",Masc,"Heaney - Robel and Witting"
08-06-1979,13-Aug-1979,"Hanoi - Vietnam","caravan ; train ; walk ; car",Masc,"Altenwerth and Sons"
09-01-1988,07-Sep-1988,"Delhi ; India","walk ; tram ; car ; bus ; horse ; bicycle ; airplane",M,"Goldner LLC"
01-14-2008,19-Jan-2008,"Beijing ; China","ferry ; horse ; bus ; car ; motorcycle ; airplane",Fem,"Goldner LLC"
05-24-2004,28-May-2004,"London - United Kingdom","subway | boat | bus | car | motorcycle | tram | taxi",Fem,"Hayes, Bins and Considine"
12-01-2007,07-Dec-2007,"Lahore - Pakistan","motorcycle - horse - car - tram - train - ferry - walk",Female,"Cole Group"
06-05-1997,14-Jun-1997,"Lahore ; Pakistan","tram - horse - train - airplane - subway - taxi - boat",fem,"Heaney Inc"
07-13-2014,17-Jul-2014,"Pune | India","taxi - bicycle - walk - train - motorcycle - boat - bus - tram",M,"Koelpin, Hoppe and Corwin"
03-02-2008,08-Mar-2008,"Pune ; India","ferry | horse | subway | caravan",Masc,"Goldner LLC"
02-06-1990,16-Feb-1990,"Casablanca - Morocco","bus | caravan | train | horse | bicycle | motorcycle",masc,"Leannon, Cassin and Trantow"
10-10-2011,19-Oct-2011,"Beijing | China","ferry | tram | car | subway | motorcycle | airplane",Masc,"Murray LLC"
08-18-2010,28-Aug-2010,"Hanoi ; Vietnam","subway ; bicycle ; taxi ; boat ; airplane ; horse ; tram ; ferry",Male,"Goldner LLC"
09-08-1999,17-Sep-1999,"Mexico City - Mexico","bicycle - taxi - caravan - bus - car",masc,"Murray LLC"
09-02-1999,11-Sep-1999,"Abidjan ; Ivory Coast","train ; walk ; airplane ; motorcycle",Masc,"Altenwerth and Sons"
01-21-1984,25-Jan-1984,"Lahore | Pakistan","subway - train - walk - ferry - taxi - caravan - horse",Masc,Grant-Hand
06-17-1974,23-Jun-1974,"Yangon | Myanmar","car | bus | caravan | taxi",M,"Altenwerth and Sons"
08-14-1993,22-Aug-1993,"Ankara | Turkey","motorcycle | bicycle | walk | tram",masc,Cruickshank-Franecki
11-13-1998,21-Nov-1998,"Pune | India","walk | bus | boat | tram | taxi | train",Male,"Rempel and Sons"
08-12-1998,20-Aug-1998,"Delhi ; India","motorcycle | boat | walk | bus | tram | subway | train",Female,"Leannon, Cassin and Trantow"
12-05-1994,11-Dec-1994,"Rio de Janeiro | Brazil","walk ; motorcycle ; taxi ; subway ; ferry ; tram ; horse",Male,"Murray LLC"
06-02-1999,10-Jun-1999,"Yangon - Myanmar","car | caravan | airplane | horse | train",M,Grant-Hand
03-29-2018,06-Apr-2018,"Johannesburg ; South Africa","motorcycle ; horse ; taxi ; train",Male,Quigley-Braun
05-10-2007,18-May-2007,"Beijing | China","horse | car | train | bus | caravan | subway | airplane | boat",Fem,"Medhurst, Streich and Schamberger"
07-12-1985,21-Jul-1985,"Yangon | Myanmar","bicycle ; taxi ; horse ; motorcycle ; ferry ; bus",F,"Cole Group"
08-29-2015,08-Sep-2015,"Mexico City | Mexico","car ; train ; caravan ; motorcycle ; subway ; walk ; bus ; tram",Masc,Champlin-Kemmer
09-26-2015,03-Oct-2015,"Dhaka - Bangladesh","horse - train - car - taxi - walk - bus",Female,Champlin-Kemmer
10-15-1995,25-Oct-1995,"Hanoi | Vietnam","boat - tram - horse - motorcycle - subway - taxi",Masc,Feest-Bode
03-19-1994,27-Mar-1994,"Durban ; South Africa","motorcycle ; subway ; tram ; ferry",Fem,Rogahn-Crist
11-03-1978,11-Nov-1978,"Durban ; South Africa","taxi - walk - subway - ferry - bicycle - bus - motorcycle - horse",Female,"Heaney Inc"
03-03-1989,11-Mar-1989,"Chennai ; India","walk - boat - caravan - airplane - bicycle",Male,"Feil LLC"
07-27-1981,04-Aug-1981,"Yangon ; Myanmar","subway - train - boat - taxi - ferry - horse - bicycle",Male,"Altenwerth and Sons"
05-25-1983,29-May-1983,"Johannesburg - South Africa","horse ; car ; ferry ; bus ; train ; boat ; bicycle ; subway",Masc,"Lubowitz, Prohaska and Reilly"
04-27-2008,06-May-2008,"Pune | India","bicycle | caravan | boat | bus",Female,"Rempel and Sons"
11-26-2000,02-Dec-2000,"Hanoi | Vietnam","boat - walk - bicycle - taxi - ferry - caravan - tram - bus",Fem,Champlin-Kemmer
09-30-1996,09-Oct-1996,"London | United Kingdom","train | walk | ferry | bicycle | airplane | boat",Masc,Champlin-Kemmer
02-29-1988,04-Mar-1988,"London | United Kingdom","walk ; tram ; caravan ; boat ; taxi",Masc,"Dare, Hoppe and Moore"
07-11-1971,15-Jul-1971,"Pune | India","train - bus - boat - tram",Fem,"Ledner LLC"
08-10-2002,16-Aug-2002,"Yangon ; Myanmar","tram | walk | car | bicycle | taxi",fem,"Botsford Inc"
04-12-2001,16-Apr-2001,"London - United Kingdom","bicycle | subway | horse | airplane",fem,"Koelpin, Hoppe and Corwin"
11-08-2011,18-Nov-2011,"Casablanca - Morocco","train ; airplane ; bus ; walk",M,Kerluke-Armstrong
03-07-1972,16-Mar-1972,"Dhaka | Bangladesh","bicycle ; motorcycle ; caravan ; subway ; ferry",Masc,"Hodkiewicz, Luettgen and Stoltenberg"
10-29-2004,01-Nov-2004,"Johannesburg - South Africa","bus | walk | horse | ferry",F,Kerluke-Armstrong
11-16-2004,23-Nov-2004,"Lahore - Pakistan","bus - walk - boat - airplane - car - motorcycle - bicycle",fem,"Cole Group"
11-03-2014,11-Nov-2014,"Delhi ; India","motorcycle - car - boat - horse - subway",Masc,Wolff-Cartwright
10-13-1996,21-Oct-1996,"Durban - South Africa","taxi | airplane | horse | caravan",Male,"Feil LLC"
03-10-1986,16-Mar-1986,"Hanoi | Vietnam","ferry - walk - car - train - airplane - boat - taxi",masc,"Heaney Inc"
03-23-2000,29-Mar-2000,"Yangon - Myanmar","bus ; subway ; taxi ; caravan",fem,"Cremin Inc"
04-29-1998,09-May-1998,"Delhi | India","airplane ; boat ; caravan ; train ; subway ; car",fem,"Altenwerth and Sons"
06-07-2009,15-Jun-2009,"Ankara - Turkey","train - caravan - motorcycle - bus - tram - bicycle",Fem,"Hodkiewicz, Luettgen and Stoltenberg"
09-13-2008,21-Sep-2008,"Abidjan - Ivory Coast","car | motorcycle | caravan | subway | tram | airplane | horse",Male,"Fritsch, Hegmann and Mueller"
03-20-1974,29-Mar-1974,"Lagos | Nigeria","airplane ; horse ; bus ; boat ; taxi ; train",F,"Koelpin, Hoppe and Corwin"
04-16-1987,26-Apr-1987,"Beijing ; China","motorcycle ; walk ; tram ; bus ; subway ; bicycle ; caravan",fem,"Schaden LLC"
07-03-2004,12-Jul-2004,"Chennai | India","tram ; caravan ; bicycle ; car ; motorcycle ; horse",Female,Rogahn-Crist
05-21-2020,30-May-2020,"Bangkok - Thailand","bus | caravan | car | walk",M,White-Stroman
12-30-1986,08-Jan-1987,"Ankara | Turkey","bicycle ; motorcycle ; boat ; horse ; subway",masc,Rogahn-Crist
01-14-2004,19-Jan-2004,"Dhaka | Bangladesh","taxi - caravan - bus - walk",fem,"Kassulke, Rath and Upton"
05-06-1971,16-May-1971,"Yangon ; Myanmar","train ; car ; tram ; walk",Fem,"Murray LLC"
02-28-2012,07-Mar-2012,"Durban ; South Africa","train | boat | bicycle | subway",F,"Schaden LLC"
01-13-2008,18-Jan-2008,"Hanoi ; Vietnam","bus - tram - car - ferry - train - subway - airplane",Male,"Ledner LLC"
03-10-1976,14-Mar-1976,"Rio de Janeiro - Brazil","caravan ; bicycle ; car ; bus ; tram ; ferry",masc,Schmeler-Renner
07-21-2009,28-Jul-2009,"Durban - South Africa","ferry ; bicycle ; train ; walk ; car",M,Schmeler-Renner
07-18-2015,23-Jul-2015,"Beijing - China","motorcycle - walk - horse - bus - car - caravan - subway",Female,"Cole Group"
08-30-2006,06-Sep-2006,"Chennai - India","bicycle ; boat ; train ; car ; airplane ; taxi ; subway",F,"Murray LLC"
08-17-2009,22-Aug-2009,"Pune | India","horse - ferry - taxi - car - walk - bus",Fem,Champlin-Kemmer
11-08-2009,15-Nov-2009,"London ; United Kingdom","airplane ; car ; motorcycle ; subway ; ferry ; train ; walk ; horse",masc,"Koelpin, Hoppe and Corwin"
07-02-1984,11-Jul-1984,"Hanoi | Vietnam","ferry ; car ; bicycle ; horse",F,"Rempel and Sons"
02-27-1985,09-Mar-1985,"Ankara | Turkey","subway ; horse ; train ; walk ; airplane",F,Wolff-Cartwright
04-11-1991,20-Apr-1991,"Ankara | Turkey","tram - train - car - bus - subway - taxi - caravan",masc,"Leannon, Cassin and Trantow"
05-27-2012,02-Jun-2012,"Casablanca | Morocco","ferry | caravan | airplane | subway | bus | motorcycle | walk | tram",M,"Dare, Hoppe and Moore"
06-12-2007,20-Jun-2007,"Rio de Janeiro ; Brazil","subway | tram | walk | airplane | horse | boat",fem,"Lubowitz, Prohaska and Reilly"
02-26-1981,03-Mar-1981,"Addis Ababa ; Ethiopia","motorcycle | horse | car | boat | taxi",M,"Ledner LLC"
01-23-2021,28-Jan-2021,"Rio de Janeiro - Brazil","tram | boat | ferry | train | horse | car | motorcycle",Masc,"Leannon, Cassin and Trantow"
04-09-1988,13-Apr-1988,"Beijing ; China","ferry | subway | train | boat | car | airplane | walk | taxi",F,Cruickshank-Franecki
05-14-1985,20-May-1985,"Chennai - India","airplane ; horse ; tram ; ferry ; taxi ; bicycle",M,Rogahn-Crist
05-27-1977,06-Jun-1977,"Rio de Janeiro ; Brazil","walk - bus - boat - ferry - car - horse - taxi",Female,"Goldner LLC"
10-23-1984,31-Oct-1984,"Casablanca | Morocco","bus | airplane | boat | walk",Masc,"Rempel and Sons"
04-21-2021,25-Apr-2021,"Bangkok | Thailand","boat - ferry - airplane - bus - tram - walk - bicycle - subway",F,"Hodkiewicz, Luettgen and Stoltenberg"
05-02-2005,09-May-2005,"Rio de Janeiro | Brazil","motorcycle - horse - airplane - tram",M,"Heaney Inc"
08-08-1984,16-Aug-1984,"Dhaka ; Bangladesh","motorcycle - car - walk - tram - train - ferry",F,"Fritsch, Hegmann and Mueller"
02-17-2000,21-Feb-2000,"Pune ; India","ferry | motorcycle | bicycle | caravan | train | tram | bus | boat",M,"Heaney - Robel and Witting"
05-25-1979,30-May-1979,"Alexandria ; Egypt","bus - walk - caravan - ferry",fem,"Heaney Inc"
08-30-2006,07-Sep-2006,"Lahore - Pakistan","walk | horse | subway | train | bus | taxi",F,Langosh-Franecki
09-12-1985,17-Sep-1985,"Alexandria | Egypt","ferry | airplane | motorcycle | caravan | walk | taxi | subway | boat",Masc,Blick-Bartell
06-22-1999,27-Jun-1999,"Bangkok ; Thailand","boat - horse - motorcycle - airplane - bicycle - bus - ferry",fem,Cruickshank-Franecki
08-21-1971,30-Aug-1971,"Lahore - Pakistan","taxi ; boat ; tram ; ferry ; train ; car ; caravan ; walk",F,Schmeler-Renner
04-13-2012,19-Apr-2012,"Casablanca - Morocco","walk ; boat ; bus ; train ; bicycle ; car ; ferry ; motorcycle",fem,Rogahn-Crist
08-04-1982,10-Aug-1982,"Hanoi ; Vietnam","ferry - boat - taxi - walk - car - bicycle - bus - caravan",masc,Champlin-Kemmer
06-30-1972,05-Jul-1972,"Hanoi | Vietnam","airplane | bus | boat | motorcycle | horse",F,"Cole Group"
03-04-2013,08-Mar-2013,"Yangon - Myanmar","taxi - bus - caravan - subway - motorcycle",Male,"Lubowitz, Prohaska and Reilly"
07-17-1996,23-Jul-1996,"Rio de Janeiro - Brazil","tram ; taxi ; horse ; train ; motorcycle ; caravan",Masc,"Goldner LLC"
04-29-2014,03-May-2014,"Pune ; India","tram ; taxi ; bicycle ; train ; bus ; subway",Female,"Schinner, Sauer and Powlowski"
02-27-1984,03-Mar-1984,"Casablanca | Morocco","motorcycle | bus | horse | taxi | boat | train | tram",masc,"Murray LLC"
01-06-2015,14-Jan-2015,"Mexico City ; Mexico","tram - ferry - motorcycle - taxi - walk - train - boat - bicycle",Fem,Grant-Hand
03-11-1971,19-Mar-1971,"Mumbai - India","car ; airplane ; train ; ferry ; boat ; horse",Fem,"Hayes, Bins and Considine"
01-17-1979,21-Jan-1979,"Pune - India","boat | subway | taxi | ferry",F,"Funk, Morar and Rodriguez"
02-18-2020,28-Feb-2020,"Dhaka - Bangladesh","horse ; car ; boat ; walk ; tram ; ferry ; airplane",masc,Langosh-Franecki
11-22-1990,28-Nov-1990,"Mexico City - Mexico","horse ; bus ; motorcycle ; walk ; taxi",Masc,Kerluke-Armstrong
01-28-2014,07-Feb-2014,"Mexico City - Mexico","horse - car - caravan - boat - train - subway - bus",Male,"Fritsch, Hegmann and Mueller"
08-24-2014,01-Sep-2014,"Beijing - China","train | taxi | caravan | motorcycle",masc,"Hayes, Bins and Considine"
09-23-1980,01-Oct-1980,"Mumbai ; India","motorcycle - boat - walk - airplane - train - subway - tram",Female,"Murray LLC"
11-26-1984,06-Dec-1984,"Chennai ; India","boat | airplane | caravan | subway",F,"Botsford Inc"
09-05-1999,14-Sep-1999,"Pune ; India","airplane ; bus ; car ; bicycle ; tram ; taxi",M,Quigley-Braun
04-13-1997,20-Apr-1997,"Bangkok ; Thailand","tram ; motorcycle ; taxi ; ferry",Fem,Rogahn-Crist
04-17-1994,22-Apr-1994,"Bangkok | Thailand","car ; ferry ; taxi ; walk ; subway",Fem,"Kulas LLC"
03-31-1978,06-Apr-1978,"Bangkok ; Thailand","ferry ; tram ; bus ; subway ; walk ; train ; horse ; motorcycle",masc,"Lubowitz, Prohaska and Reilly"
03-15-2018,25-Mar-2018,"Abidjan | Ivory Coast","car ; airplane ; ferry ; bus ; horse ; boat ; caravan",M,"Cremin Inc"
09-30-1975,06-Oct-1975,"London | United Kingdom","taxi | subway | motorcycle | airplane | bus | bicycle | tram",fem,"Heaney - Robel and Witting"
12-13-2003,19-Dec-2003,"Beijing ; China","car - bus - horse - boat - bicycle - caravan",Female,"Funk, Morar and Rodriguez"
05-27-2018,03-Jun-2018,"Dhaka | Bangladesh","taxi ; airplane ; train ; car ; tram ; horse ; bicycle ; subway",Fem,Rogahn-Crist
01-04-2013,09-Jan-2013,"Bangkok - Thailand","caravan | ferry | airplane | subway | motorcycle | tram | taxi",Female,Langosh-Franecki
12-04-1994,11-Dec-1994,"Ankara - Turkey","caravan ; walk ; car ; tram ; train ; subway ; airplane",fem,"Sporer Group"
08-01-1995,05-Aug-1995,"Hanoi ; Vietnam","horse | taxi | motorcycle | caravan | ferry",Male,"Bahringer LLC"
03-03-1982,10-Mar-1982,"Dhaka ; Bangladesh","bus ; bicycle ; motorcycle ; ferry ; car",F,"Schinner, Sauer and Powlowski"
11-06-1973,10-Nov-1973,"Beijing - China","boat | bus | car | subway | ferry | taxi",Male,"Hayes, Bins and Considine"
