arrival_date,departure_date,location,transportation_modes,genre,hotel
05-28-2012,02-Jun-2012,"Lahore ; Pakistan","bicycle ; boat ; bus ; subway ; ferry",M,"Feil LLC"
05-11-1989,20-May-1989,"Hanoi ; Vietnam","tram ; train ; horse ; motorcycle ; bus ; subway ; walk",masc,"Ledner LLC"
05-04-1992,11-May-1992,"Rio de Janeiro | Brazil","train ; subway ; airplane ; walk ; horse ; bicycle ; bus",Male,Schmeler-Renner
05-31-2018,07-Jun-2018,"Abidjan - Ivory Coast","train ; bus ; ferry ; airplane ; subway",masc,"Feil LLC"
06-06-2008,10-Jun-2008,"London - United Kingdom","subway - bus - horse - tram - ferry - taxi - car",masc,Kerluke-Armstrong
11-10-1982,17-Nov-1982,"Addis Ababa - Ethiopia","bus - car - motorcycle - horse - train - boat",Male,Wolff-Cartwright
07-18-1971,24-Jul-1971,"Mexico City - Mexico","motorcycle - tram - car - ferry - bus",F,"Altenwerth and Sons"
09-22-1973,01-Oct-1973,"Abidjan | Ivory Coast","motorcycle | subway | airplane | walk | bus | boat | tram | caravan",F,"Kulas LLC"
09-13-2008,20-Sep-2008,"Pune ; India","car ; train ; walk ; ferry ; motorcycle ; caravan ; tram ; airplane",Female,"Lubowitz, Prohaska and Reilly"
09-15-1998,20-Sep-1998,"Yangon - Myanmar","bicycle | tram | boat | subway | bus | car",M,"Dare, Hoppe and Moore"
03-13-1997,17-Mar-1997,"London - United Kingdom","boat ; subway ; caravan ; bicycle",masc,"Botsford Inc"
07-11-1977,16-Jul-1977,"Hanoi - Vietnam","horse - taxi - tram - bus - airplane - caravan",masc,"Lubowitz, Prohaska and Reilly"
04-06-2007,10-Apr-2007,"Chennai ; India","motorcycle ; airplane ; horse ; tram ; walk ; subway ; bus ; taxi",Female,Champlin-Kemmer
03-01-2005,11-Mar-2005,"Casablanca | Morocco","motorcycle | caravan | horse | tram | car | subway",masc,"Heaney Inc"
01-19-1987,29-Jan-1987,"Beijing ; China","horse - bus - subway - ferry - airplane - taxi",M,Schmeler-Renner
10-25-1988,03-Nov-1988,"Delhi | India","boat | car | airplane | taxi | tram",M,"Fritsch, Hegmann and Mueller"
07-10-1975,18-Jul-1975,"Johannesburg | South Africa","subway | taxi | bicycle | motorcycle | ferry | airplane",fem,Blick-Bartell
05-07-1982,14-May-1982,"Abidjan | Ivory Coast","horse | subway | train | ferry | airplane | walk",masc,"Hintz Group"
02-15-2001,21-Feb-2001,"Addis Ababa - Ethiopia","motorcycle | bus | horse | airplane | subway | walk",M,"Feil LLC"
12-28-1988,02-Jan-1989,"Durban ; South Africa","ferry - walk - bicycle - caravan - tram - subway - horse",Fem,"Funk, Morar and Rodriguez"
12-04-2002,14-Dec-2002,"Yangon | Myanmar","subway | taxi | train | walk | car | tram | motorcycle",fem,"Kassulke, Rath and Upton"
11-28-1979,07-Dec-1979,"Beijing - China","horse ; taxi ; tram ; bus ; boat",Fem,"Schinner, Sauer and Powlowski"
12-07-1980,16-Dec-1980,"Yangon - Myanmar","taxi - horse - car - walk - caravan",masc,Wolff-Cartwright
06-04-1988,12-Jun-1988,"Abidjan | Ivory Coast","bicycle ; horse ; car ; subway ; bus ; boat ; tram",Fem,"Hayes, Bins and Considine"
06-18-1978,28-Jun-1978,"Hanoi | Vietnam","boat - bus - horse - taxi",masc,"Leannon, Cassin and Trantow"
03-21-1997,30-Mar-1997,"Alexandria ; Egypt","subway | airplane | train | motorcycle | tram | walk | car | bus",Female,"Hayes, Bins and Considine"
04-01-2009,05-Apr-2009,"Casablanca | Morocco","tram - ferry - boat - taxi - car - motorcycle",Male,"Schinner, Sauer and Powlowski"
08-15-2020,22-Aug-2020,"London - United Kingdom","ferry | boat | car | horse | caravan | bicycle",F,Schmeler-Renner
06-08-1971,14-Jun-1971,"Dhaka | Bangladesh","bus ; airplane ; walk ; bicycle ; horse ; caravan ; car ; train",fem,"Feil LLC"
08-12-2019,16-Aug-2019,"Mumbai ; India","horse | caravan | taxi | bicycle | car",F,"Hodkiewicz, Luettgen and Stoltenberg"
09-19-1971,28-Sep-1971,"Rio de Janeiro | Brazil","taxi | horse | motorcycle | walk | boat | subway",fem,"Lubowitz, Prohaska and Reilly"
07-12-2020,22-Jul-2020,"Mumbai ; India","taxi - tram - airplane - subway - ferry - motorcycle - bus",fem,Cruickshank-Franecki
04-08-2004,12-Apr-2004,"Dhaka ; Bangladesh","tram - ferry - caravan - motorcycle - bus",masc,White-Stroman
07-24-1988,29-Jul-1988,"Rio de Janeiro ; Brazil","train ; car ; boat ; caravan ; motorcycle ; subway",Female,"Murray LLC"
07-01-1977,11-Jul-1977,"Yangon ; Myanmar","train | ferry | motorcycle | subway | bus | walk | taxi",M,"Altenwerth and Sons"
12-26-1996,01-Jan-1997,"Ankara - Turkey","bus | train | ferry | caravan | tram | airplane | subway",masc,"Feil LLC"
12-03-2020,10-Dec-2020,"Chennai - India","airplane | tram | subway | ferry | bicycle | bus",Female,Rogahn-Crist
10-05-1981,15-Oct-1981,"Bangkok - Thailand","boat | walk | car | caravan | taxi | train | motorcycle",Female,Champlin-Kemmer
11-26-1981,02-Dec-1981,"Dhaka - Bangladesh","bus ; ferry ; tram ; caravan ; motorcycle ; walk",Fem,"Cremin Inc"
07-07-2014,12-Jul-2014,"Hanoi - Vietnam","bus | ferry | horse | tram | bicycle",fem,Kerluke-Armstrong
11-07-2013,17-Nov-2013,"Abidjan | Ivory Coast","walk ; car ; caravan ; boat ; bus ; subway ; motorcycle ; horse",Male,"Altenwerth and Sons"
07-25-1993,29-Jul-1993,"Beijing ; China","ferry ; motorcycle ; car ; walk ; tram ; bus ; bicycle ; horse",fem,Schmeler-Renner
07-18-1993,28-Jul-1993,"Lagos - Nigeria","train ; airplane ; walk ; taxi",F,"Hodkiewicz, Luettgen and Stoltenberg"
09-12-1985,16-Sep-1985,"Rio de Janeiro ; Brazil","walk - tram - taxi - boat - bicycle - subway - ferry - bus",Female,"Bahringer LLC"
10-18-2007,27-Oct-2007,"Delhi - India","car | boat | horse | taxi",Fem,Quigley-Braun
06-07-1995,12-Jun-1995,"Durban ; South Africa","car | tram | motorcycle | horse | airplane",Fem,Schmeler-Renner
11-15-1988,23-Nov-1988,"Mexico City ; Mexico","boat ; taxi ; train ; caravan ; motorcycle ; tram ; bicycle",Female,"Heaney - Robel and Witting"
06-09-2003,14-Jun-2003,"Johannesburg ; South Africa","train - airplane - ferry - bus",Male,"Schinner, Sauer and Powlowski"
01-30-2017,03-Feb-2017,"Ankara ; Turkey","caravan ; boat ; ferry ; motorcycle ; train",Female,Champlin-Kemmer
03-19-1982,26-Mar-1982,"Delhi - India","ferry | tram | bicycle | caravan | subway",F,"Cole Group"
07-19-1992,25-Jul-1992,"Dhaka ; Bangladesh","tram - motorcycle - train - boat - walk",Masc,Rogahn-Crist
02-10-1987,18-Feb-1987,"Addis Ababa | Ethiopia","airplane - tram - subway - car - caravan - bus",masc,Langosh-Franecki
07-17-2020,27-Jul-2020,"Hanoi | Vietnam","ferry - bus - tram - taxi - motorcycle - boat - airplane",Masc,"Altenwerth and Sons"
04-16-1991,25-Apr-1991,"Mumbai - India","bicycle - caravan - taxi - horse - tram",F,Kerluke-Armstrong
09-17-2004,21-Sep-2004,"Lahore ; Pakistan","tram ; horse ; motorcycle ; walk ; bus ; train",Female,"Bahringer LLC"
07-27-2005,01-Aug-2005,"Johannesburg | South Africa","train ; airplane ; motorcycle ; bicycle ; caravan ; car ; bus",M,Quigley-Braun
09-02-2001,11-Sep-2001,"Casablanca | Morocco","horse | taxi | bus | caravan",masc,"Goldner LLC"
07-20-2008,28-Jul-2008,"Bangkok | Thailand","subway ; horse ; taxi ; walk ; bus",Male,Schmeler-Renner
07-04-1990,11-Jul-1990,"Addis Ababa ; Ethiopia","ferry | boat | motorcycle | horse | bicycle | train | tram | subway",Masc,"Botsford Inc"
09-16-2002,20-Sep-2002,"Casablanca - Morocco","horse - motorcycle - bicycle - walk - caravan - bus",F,"Murray LLC"
03-19-2009,28-Mar-2009,"Rio de Janeiro ; Brazil","bus - walk - taxi - subway - horse",Fem,"Heaney - Robel and Witting"
10-22-1993,30-Oct-1993,"Addis Ababa - Ethiopia","bus ; taxi ; bicycle ; ferry ; motorcycle",F,"Koelpin, Hoppe and Corwin"
04-11-2005,15-Apr-2005,"Chennai ; India","walk - caravan - subway - car",fem,"Kulas LLC"
05-08-1990,13-May-1990,"Lahore | Pakistan","taxi | caravan | car | airplane | train",masc,Champlin-Kemmer
08-27-1988,05-Sep-1988,"Mumbai - India","car ; boat ; bicycle ; train",Masc,Rogahn-Crist
01-30-2016,08-Feb-2016,"Dhaka - Bangladesh","tram ; walk ; subway ; caravan ; boat ; ferry ; airplane",Male,"Kassulke, Rath and Upton"
08-17-2002,26-Aug-2002,"Mumbai | India","walk - taxi - tram - car - boat - airplane - caravan - train",masc,Langosh-Franecki
08-05-1991,15-Aug-1991,"Mumbai ; India","walk ; bicycle ; taxi ; ferry ; airplane ; motorcycle ; subway ; boat",Male,"Fritsch, Hegmann and Mueller"
12-11-2017,20-Dec-2017,"Lagos | Nigeria","bicycle ; boat ; subway ; caravan ; bus ; car",masc,Blick-Bartell
05-24-1999,30-May-1999,"Durban ; South Africa","train ; taxi ; bicycle ; motorcycle ; subway ; tram",fem,"Cremin Inc"
11-28-1993,06-Dec-1993,"London | United Kingdom","motorcycle ; taxi ; subway ; boat ; airplane ; car ; bus",masc,"Hayes, Bins and Considine"
12-28-1976,05-Jan-1977,"Chennai - India","caravan | train | airplane | taxi | horse",masc,"Bahringer LLC"
06-03-1994,08-Jun-1994,"Alexandria ; Egypt","ferry | airplane | caravan | subway | taxi | boat | bus | train",masc,Feest-Bode
07-22-2010,26-Jul-2010,"Rio de Janeiro ; Brazil","tram - bus - horse - subway - airplane - caravan",F,"Ledner LLC"
07-23-2009,02-Aug-2009,"Mexico City | Mexico","horse | car | motorcycle | ferry | subway",masc,Quigley-Braun
07-07-2001,16-Jul-2001,"Delhi ; India","motorcycle - bicycle - boat - tram - horse - train - ferry - caravan",Fem,"Goldner LLC"
02-17-1990,24-Feb-1990,"Abidjan ; Ivory Coast","ferry ; boat ; car ; bus",Masc,"Altenwerth and Sons"
06-23-2016,30-Jun-2016,"Lahore | Pakistan","caravan ; subway ; tram ; train ; walk ; taxi ; airplane ; car",masc,Quigley-Braun
02-28-2001,06-Mar-2001,"Delhi | India","bus - taxi - boat - bicycle - caravan",Masc,"Fritsch, Hegmann and Mueller"
04-08-2018,15-Apr-2018,"Lahore | Pakistan","bus ; boat ; walk ; caravan ; motorcycle ; bicycle ; ferry ; horse",Male,Champlin-Kemmer
11-08-1996,17-Nov-1996,"Chennai - India","caravan | bus | ferry | train | subway | airplane",Male,Rogahn-Crist
08-21-1991,29-Aug-1991,"Hanoi - Vietnam","caravan - bus - subway - train",M,"Rempel and Sons"
04-17-2006,21-Apr-2006,"Beijing - China","subway | caravan | boat | tram | train",Fem,Wolff-Cartwright
12-23-1995,31-Dec-1995,"Dhaka ; Bangladesh","taxi - horse - tram - airplane - caravan - boat - bicycle",fem,"Rempel and Sons"
05-06-2004,16-May-2004,"Delhi ; India","bus ; bicycle ; airplane ; boat ; car ; ferry ; motorcycle",Fem,"Dare, Hoppe and Moore"
11-17-2007,23-Nov-2007,"Mexico City - Mexico","motorcycle ; caravan ; bicycle ; bus ; horse",Fem,Wolff-Cartwright
03-03-1992,09-Mar-1992,"Ankara ; Turkey","tram - horse - airplane - motorcycle - caravan",F,Wolff-Cartwright
04-08-2011,18-Apr-2011,"Rio de Janeiro ; Brazil","tram | airplane | walk | bus | bicycle | train | taxi | car",Masc,"Kulas LLC"
10-22-1986,31-Oct-1986,"Chennai | India","bicycle | caravan | horse | train | subway | airplane",M,Quigley-Braun
09-18-2012,23-Sep-2012,"Mexico City ; Mexico","car ; bus ; boat ; walk",fem,"Fritsch, Hegmann and Mueller"
01-02-1993,06-Jan-1993,"Mumbai | India","airplane | car | train | boat",M,"Dare, Hoppe and Moore"
01-03-2010,11-Jan-2010,"Bangkok ; Thailand","bus ; horse ; car ; airplane ; train ; subway",M,"Botsford Inc"
07-15-1997,22-Jul-1997,"Lagos - Nigeria","train | taxi | airplane | motorcycle | boat | car | subway | horse",fem,Wolff-Cartwright
04-03-1994,09-Apr-1994,"Lahore - Pakistan","bicycle | horse | motorcycle | taxi | airplane | ferry | caravan | bus",Masc,Feest-Bode
02-17-2007,22-Feb-2007,"Bangkok ; Thailand","airplane - ferry - motorcycle - walk - bus - subway - car - tram",Fem,"Cole Group"
02-28-1972,08-Mar-1972,"Hanoi - Vietnam","train | airplane | walk | boat | subway",Male,Feest-Bode
08-21-1985,27-Aug-1985,"Hanoi ; Vietnam","bus | taxi | boat | tram",M,Kerluke-Armstrong
03-15-2001,22-Mar-2001,"Lahore - Pakistan","motorcycle | ferry | boat | caravan | bus | horse",Fem,White-Stroman
09-28-2010,07-Oct-2010,"Yangon ; Myanmar","airplane - train - taxi - horse - car - walk",Fem,"Heaney - Robel and Witting"
05-01-1973,08-May-1973,"Bangkok - Thailand","caravan ; bus ; motorcycle ; tram ; horse ; taxi ; bicycle",M,Rogahn-Crist
12-25-1997,31-Dec-1997,"Casablanca | Morocco","bus ; bicycle ; airplane ; horse ; caravan ; subway ; car",Masc,"Fritsch, Hegmann and Mueller"
03-09-1982,17-Mar-1982,"Mumbai ; India","horse - car - taxi - tram - motorcycle",F,"Dare, Hoppe and Moore"
06-26-1996,06-Jul-1996,"Lagos | Nigeria","taxi ; bus ; horse ; subway ; boat ; caravan",Masc,"Heaney - Robel and Witting"
03-06-2003,13-Mar-2003,"Lahore | Pakistan","subway ; taxi ; walk ; bus ; caravan ; tram ; boat ; airplane",M,"Fritsch, Hegmann and Mueller"
12-07-1990,14-Dec-1990,"Alexandria - Egypt","horse ; bicycle ; car ; train ; boat",Masc,"Heaney Inc"
07-10-2008,16-Jul-2008,"Lahore - Pakistan","tram | walk | motorcycle | car",M,"Leannon, Cassin and Trantow"
04-06-1992,13-Apr-1992,"Delhi - India","subway | walk | tram | boat",F,"Schinner, Sauer and Powlowski"
09-03-2005,11-Sep-2005,"Delhi | India","bicycle ; caravan ; walk ; car",masc,"Goldner LLC"
06-05-1994,11-Jun-1994,"London | United Kingdom","bus ; bicycle ; horse ; walk ; airplane",fem,Grant-Hand
11-04-2019,12-Nov-2019,"Hanoi | Vietnam","ferry ; train ; bicycle ; horse",Female,"Koelpin, Hoppe and Corwin"
11-23-2000,27-Nov-2000,"Ankara - Turkey","motorcycle | airplane | horse | taxi",Male,Blick-Bartell
11-08-2016,14-Nov-2016,"Bangkok | Thailand","airplane - tram - walk - car - caravan - motorcycle - taxi - horse",Male,"Hodkiewicz, Luettgen and Stoltenberg"
07-13-1979,22-Jul-1979,"Rio de Janeiro | Brazil","caravan ; horse ; bus ; bicycle",Masc,"Heaney Inc"
03-13-1996,17-Mar-1996,"Durban - South Africa","subway | taxi | bicycle | walk | horse | bus | motorcycle",Male,Quigley-Braun
03-31-2020,04-Apr-2020,"Casablanca - Morocco","caravan - subway - airplane - ferry - taxi - car - bicycle - motorcycle",M,"Schaden LLC"
11-24-2001,02-Dec-2001,"Casablanca | Morocco","airplane | ferry | tram | taxi | boat | bicycle",Masc,White-Stroman
06-01-2012,10-Jun-2012,"Dhaka | Bangladesh","train ; horse ; bicycle ; tram",M,"Heaney Inc"
01-11-2007,16-Jan-2007,"Hanoi - Vietnam","walk | ferry | subway | bicycle | boat | taxi | airplane",Female,"Schinner, Sauer and Powlowski"
12-20-1975,28-Dec-1975,"Ankara - Turkey","bus - tram - boat - caravan - airplane",Male,"Murray LLC"
02-10-1995,14-Feb-1995,"Alexandria | Egypt","bus | motorcycle | walk | ferry | car | taxi | boat | tram",Male,"Rempel and Sons"
06-10-1975,19-Jun-1975,"Bangkok ; Thailand","subway - bus - taxi - train - bicycle - airplane",Male,"Heaney Inc"
11-12-2004,21-Nov-2004,"Mexico City - Mexico","car - horse - train - motorcycle",masc,Blick-Bartell
02-11-2009,19-Feb-2009,"London | United Kingdom","motorcycle | ferry | taxi | tram",Masc,White-Stroman
09-14-1983,22-Sep-1983,"Hanoi ; Vietnam","subway - bicycle - motorcycle - horse",M,"Cremin Inc"
02-09-1993,14-Feb-1993,"Rio de Janeiro - Brazil","ferry ; bus ; taxi ; walk ; train ; car ; bicycle",Fem,"Dare, Hoppe and Moore"
11-26-1993,01-Dec-1993,"Hanoi ; Vietnam","boat | walk | car | ferry | train | subway",Masc,Feest-Bode
04-19-1973,29-Apr-1973,"Abidjan - Ivory Coast","train ; bus ; motorcycle ; tram ; airplane ; boat ; caravan ; taxi",masc,Blick-Bartell
05-12-2014,20-May-2014,"Ankara ; Turkey","train | motorcycle | ferry | subway | taxi | boat | caravan | bicycle",Fem,Grant-Hand
04-25-1999,30-Apr-1999,"Addis Ababa - Ethiopia","taxi ; ferry ; subway ; train",Fem,"Rempel and Sons"
09-07-1977,14-Sep-1977,"Ankara - Turkey","motorcycle - taxi - airplane - car - bus",Masc,Cruickshank-Franecki
04-26-1985,02-May-1985,"Chennai - India","taxi - caravan - horse - airplane - ferry - tram - walk - bicycle",Masc,"Schinner, Sauer and Powlowski"
08-10-1991,15-Aug-1991,"Durban | South Africa","boat | subway | airplane | bicycle | taxi",Masc,"Kulas LLC"
05-12-2006,19-May-2006,"Johannesburg | South Africa","motorcycle - boat - taxi - tram - walk - train - car - bicycle",F,"Fritsch, Hegmann and Mueller"
07-12-1999,19-Jul-1999,"Johannesburg | South Africa","caravan - airplane - taxi - bus - boat - walk - ferry - motorcycle",F,"Murray LLC"
04-15-1982,24-Apr-1982,"Rio de Janeiro | Brazil","walk | car | boat | bus | subway | ferry | train | taxi",Female,"Murray LLC"
11-14-2009,22-Nov-2009,"Hanoi - Vietnam","tram ; subway ; airplane ; bus ; bicycle ; taxi ; boat ; motorcycle",Masc,"Heaney Inc"
04-27-1982,01-May-1982,"Johannesburg - South Africa","ferry | motorcycle | bus | taxi",Masc,Wolff-Cartwright
01-13-1993,21-Jan-1993,"Abidjan | Ivory Coast","walk | car | taxi | tram | caravan | train | bus",Female,"Schaden LLC"
06-12-2015,16-Jun-2015,"Hanoi ; Vietnam","taxi - subway - horse - caravan - car",masc,White-Stroman
08-11-1979,18-Aug-1979,"Yangon | Myanmar","horse - caravan - tram - motorcycle - car - subway - boat - train",Fem,"Murray LLC"
05-10-2007,15-May-2007,"Lagos - Nigeria","bicycle - walk - subway - caravan - train - ferry - taxi - bus",Masc,Champlin-Kemmer
05-14-1973,22-May-1973,"Beijing ; China","ferry - taxi - train - bus",fem,"Rempel and Sons"
12-17-1995,25-Dec-1995,"Addis Ababa | Ethiopia","car ; ferry ; bus ; subway ; motorcycle ; caravan ; walk",F,"Sporer Group"
06-30-2000,10-Jul-2000,"Chennai | India","tram | bicycle | train | subway | bus",M,"Leannon, Cassin and Trantow"
07-14-2002,20-Jul-2002,"Dhaka | Bangladesh","motorcycle - taxi - car - boat - airplane - caravan - horse",masc,"Bahringer LLC"
08-17-2017,24-Aug-2017,"Ankara | Turkey","train - tram - airplane - car - boat - caravan - bus - taxi",Female,"Bahringer LLC"
06-22-2005,29-Jun-2005,"Beijing - China","airplane - tram - ferry - subway - horse - motorcycle - bus - walk",Masc,"Bahringer LLC"
05-15-2021,25-May-2021,"Hanoi | Vietnam","bus ; train ; boat ; horse ; taxi ; tram ; motorcycle ; ferry",Male,"Leannon, Cassin and Trantow"
08-14-1985,21-Aug-1985,"Chennai ; India","train | ferry | car | caravan",Masc,Wolff-Cartwright
06-22-2016,30-Jun-2016,"Lahore - Pakistan","caravan - taxi - subway - bicycle - bus - horse - airplane - walk",M,Schmeler-Renner
09-26-2006,04-Oct-2006,"Johannesburg | South Africa","taxi - ferry - bicycle - boat - subway - caravan",Male,"Bahringer LLC"
12-26-2018,05-Jan-2019,"London - United Kingdom","bus - walk - boat - tram - airplane - car",F,"Ledner LLC"
05-25-2014,03-Jun-2014,"Mexico City | Mexico","subway | train | ferry | tram | horse | taxi",Male,"Heaney - Robel and Witting"
11-08-2003,18-Nov-2003,"Ankara - Turkey","boat ; taxi ; motorcycle ; walk ; subway ; caravan ; car ; bicycle",masc,"Altenwerth and Sons"
10-17-1999,25-Oct-1999,"Lagos - Nigeria","caravan | bus | bicycle | tram | motorcycle",Male,"Hayes, Bins and Considine"
04-18-2003,25-Apr-2003,"Abidjan | Ivory Coast","car | motorcycle | bus | train | boat | walk | taxi | ferry",F,"Leannon, Cassin and Trantow"
12-30-2015,05-Jan-2016,"Johannesburg - South Africa","taxi - caravan - bus - subway - tram",fem,"Koelpin, Hoppe and Corwin"
04-27-1980,03-May-1980,"Chennai - India","bus | airplane | boat | ferry | walk | car | motorcycle | horse",Male,"Altenwerth and Sons"
01-20-2017,25-Jan-2017,"Hanoi ; Vietnam","horse - train - motorcycle - boat - subway - walk - taxi",Masc,White-Stroman
03-22-2004,01-Apr-2004,"Johannesburg ; South Africa","tram - bicycle - subway - airplane - horse - bus - ferry",Masc,"Cremin Inc"
10-17-1975,26-Oct-1975,"Ankara - Turkey","caravan | tram | airplane | taxi | boat | train",F,"Heaney Inc"
08-11-1992,21-Aug-1992,"Pune ; India","horse - bus - bicycle - boat - motorcycle - car - walk - ferry",Male,"Bahringer LLC"
11-11-2012,18-Nov-2012,"Pune | India","motorcycle ; airplane ; bicycle ; boat ; ferry ; horse ; walk",Masc,"Nienow LLC"
08-29-1987,02-Sep-1987,"Mumbai ; India","subway | bus | walk | bicycle | taxi",fem,"Heaney Inc"
01-11-1980,15-Jan-1980,"Yangon - Myanmar","boat - bus - subway - caravan - bicycle - train - horse",F,"Sporer Group"
09-28-1997,08-Oct-1997,"Casablanca | Morocco","taxi ; motorcycle ; ferry ; walk ; bicycle ; car ; horse ; bus",Masc,"Cremin Inc"
03-08-1978,17-Mar-1978,"Casablanca - Morocco","motorcycle | taxi | tram | bicycle | subway | bus | walk",F,"Feil LLC"
06-08-1992,13-Jun-1992,"Mumbai ; India","airplane | caravan | taxi | walk | ferry | boat | motorcycle",Masc,Feest-Bode
02-23-2014,27-Feb-2014,"Hanoi - Vietnam","tram | taxi | subway | train | motorcycle | walk | ferry | bus",Male,"Koelpin, Hoppe and Corwin"
01-17-1984,22-Jan-1984,"Lagos | Nigeria","bicycle | motorcycle | subway | horse | walk | taxi | airplane | ferry",Male,"Schaden LLC"
10-11-2012,17-Oct-2012,"Lagos | Nigeria","boat | taxi | bus | walk | subway",M,"Funk, Morar and Rodriguez"
04-17-2007,24-Apr-2007,"Johannesburg | South Africa","car - train - ferry - taxi - subway - caravan - horse - tram",Masc,"Hintz Group"
04-25-2016,30-Apr-2016,"Abidjan | Ivory Coast","bus | bicycle | car | walk | motorcycle | caravan | horse",M,"Heaney Inc"
09-29-1973,05-Oct-1973,"Alexandria ; Egypt","caravan - taxi - boat - horse - car - subway - bicycle - ferry",Fem,"Schinner, Sauer and Powlowski"
07-18-2017,22-Jul-2017,"Johannesburg ; South Africa","subway | caravan | taxi | train | tram | airplane",M,"Kulas LLC"
01-11-1998,17-Jan-1998,"Abidjan | Ivory Coast","bus - train - horse - boat - tram - airplane",Female,Kerluke-Armstrong
08-01-1992,07-Aug-1992,"Dhaka - Bangladesh","taxi - motorcycle - bicycle - caravan - train",Male,Wolff-Cartwright
12-22-1988,26-Dec-1988,"Alexandria ; Egypt","motorcycle ; bicycle ; taxi ; tram ; boat ; train ; bus ; walk",M,"Hodkiewicz, Luettgen and Stoltenberg"
03-23-1983,27-Mar-1983,"Durban ; South Africa","ferry ; bus ; bicycle ; horse ; tram ; airplane ; boat",masc,"Rempel and Sons"
07-06-1985,13-Jul-1985,"Beijing ; China","walk - bicycle - train - car - caravan - subway - ferry - taxi",Male,Langosh-Franecki
02-25-1971,07-Mar-1971,"Hanoi - Vietnam","ferry ; tram ; subway ; car ; boat ; bicycle ; airplane",M,"Goldner LLC"
05-14-2006,22-May-2006,"Chennai - India","boat - car - ferry - train - walk - bicycle",fem,"Heaney Inc"
10-14-2021,24-Oct-2021,"Lagos | Nigeria","tram | horse | motorcycle | bus | taxi",fem,Kerluke-Armstrong
09-27-2015,04-Oct-2015,"Abidjan ; Ivory Coast","subway - motorcycle - bicycle - bus - boat - caravan - ferry - tram",Female,"Altenwerth and Sons"
08-02-2002,09-Aug-2002,"Rio de Janeiro | Brazil","airplane ; horse ; ferry ; motorcycle ; bus ; walk",Masc,"Hodkiewicz, Luettgen and Stoltenberg"
01-31-1973,05-Feb-1973,"Durban ; South Africa","motorcycle - boat - taxi - airplane - train - horse - tram - caravan",masc,"Schaden LLC"
08-14-1972,18-Aug-1972,"Beijing ; China","tram | train | bicycle | boat",F,"Murray LLC"
11-10-1994,20-Nov-1994,"Delhi - India","subway | car | airplane | caravan | boat | train | walk",fem,"Cole Group"
04-04-2015,08-Apr-2015,"Lagos ; Nigeria","motorcycle | walk | subway | airplane | horse",masc,Kerluke-Armstrong
02-24-1993,28-Feb-1993,"Rio de Janeiro - Brazil","tram - train - caravan - subway - taxi",masc,Blick-Bartell
12-10-1981,15-Dec-1981,"Pune ; India","bus ; horse ; bicycle ; walk ; tram ; caravan ; car ; taxi",fem,"Botsford Inc"
09-24-1998,03-Oct-1998,"Rio de Janeiro - Brazil","subway - motorcycle - bus - bicycle - tram - walk - taxi",Masc,Champlin-Kemmer
05-05-2010,15-May-2010,"Alexandria - Egypt","taxi ; caravan ; tram ; horse ; walk ; motorcycle ; bicycle ; car",Male,"Heaney - Robel and Witting"
06-09-1973,15-Jun-1973,"Beijing - China","subway ; walk ; boat ; ferry",Masc,"Kassulke, Rath and Upton"
07-30-2011,06-Aug-2011,"Addis Ababa ; Ethiopia","motorcycle | taxi | subway | bus | train | caravan",Female,"Dare, Hoppe and Moore"
08-30-2018,05-Sep-2018,"Abidjan ; Ivory Coast","bicycle | taxi | train | ferry | walk",Male,Rogahn-Crist
04-05-1980,12-Apr-1980,"Lagos | Nigeria","walk | airplane | bicycle | boat | horse",Female,Schmeler-Renner
11-01-1994,07-Nov-1994,"Abidjan - Ivory Coast","car ; horse ; motorcycle ; walk ; taxi ; train ; bus ; tram",fem,"Altenwerth and Sons"
02-19-2016,24-Feb-2016,"Chennai | India","bus ; motorcycle ; walk ; airplane ; bicycle ; car ; subway ; horse",M,"Cole Group"
03-26-1974,31-Mar-1974,"Beijing ; China","motorcycle - car - boat - walk - taxi - ferry - bicycle",Fem,Rogahn-Crist
06-01-2012,06-Jun-2012,"Bangkok - Thailand","boat ; caravan ; walk ; bus ; tram ; train",Male,"Lubowitz, Prohaska and Reilly"
08-31-1996,04-Sep-1996,"Alexandria | Egypt","ferry - airplane - tram - motorcycle",M,"Cole Group"
11-14-1979,23-Nov-1979,"Durban ; South Africa","airplane - taxi - subway - tram - caravan - bicycle - boat",masc,"Medhurst, Streich and Schamberger"
10-27-1995,02-Nov-1995,"Bangkok ; Thailand","bus | bicycle | ferry | motorcycle | boat | walk",Fem,"Medhurst, Streich and Schamberger"
09-02-2009,12-Sep-2009,"Yangon ; Myanmar","bus - car - horse - walk - train - ferry - subway",Masc,Cruickshank-Franecki
05-14-1988,22-May-1988,"Mexico City ; Mexico","caravan | bus | motorcycle | ferry | horse | tram | subway | bicycle",fem,Grant-Hand
05-24-1982,28-May-1982,"Addis Ababa | Ethiopia","bus ; motorcycle ; ferry ; train",Male,"Medhurst, Streich and Schamberger"
01-29-1974,06-Feb-1974,"Lagos | Nigeria","walk - caravan - taxi - tram - motorcycle - bicycle - ferry",masc,Grant-Hand
06-15-1992,21-Jun-1992,"Mumbai | India","ferry ; airplane ; walk ; subway ; tram",masc,"Hintz Group"
