arrival_date,departure_date,location,transportation_modes,genre,hotel
09-23-2014,29-Sep-2014,Johannesburg ; South Africa,horse - train - tram - subway - ferry,F,"Lubowitz, Prohaska and Reilly"
02-26-2018,08-Mar-2018,Lagos - Nigeria,horse | bicycle | airplane | bus,Fem,Murray LLC
03-18-1974,24-Mar-1974,Lagos | Nigeria,bus - motorcycle - car - walk - train - subway - ferry - taxi,Male,"Hodkiewicz, Luettgen and Stoltenberg"
12-24-1994,03-Jan-1995,Durban | South Africa,bicycle | caravan | taxi | subway | walk | tram,masc,"Lubowitz, Prohaska and Reilly"
03-18-2005,23-Mar-2005,Lahore ; Pakistan,train | horse | taxi | bicycle | subway | ferry | walk | boat,fem,Wolff-Cartwright
07-14-1971,22-Jul-1971,Hanoi ; Vietnam,car - boat - horse - bus - motorcycle - airplane,F,"Schinner, Sauer and Powlowski"
12-09-1994,15-Dec-1994,Lagos ; Nigeria,walk | taxi | caravan | car,Fem,Schaden LLC
04-17-2018,22-Apr-2018,Beijing | China,tram ; bus ; caravan ; ferry ; boat,fem,"Lubowitz, Prohaska and Reilly"
01-09-2019,14-Jan-2019,Chennai ; India,taxi | caravan | motorcycle | car | tram | train | airplane | walk,Masc,Kulas LLC
11-29-2007,04-Dec-2007,Durban ; South Africa,tram | ferry | motorcycle | taxi | bicycle | boat | walk | horse,Female,Ledner LLC
07-06-2016,15-Jul-2016,Durban | South Africa,subway ; bus ; horse ; tram ; train ; car,F,Kerluke-Armstrong
10-04-1999,10-Oct-1999,Delhi | India,taxi | car | caravan | ferry | boat | bicycle | walk,M,Kerluke-Armstrong
08-28-2008,06-Sep-2008,Mexico City | Mexico,bus ; airplane ; subway ; walk ; train ; bicycle ; motorcycle,Fem,Nienow LLC
08-17-1998,24-Aug-1998,Addis Ababa ; Ethiopia,boat ; horse ; train ; caravan ; subway ; taxi ; airplane,Female,Ledner LLC
07-27-1991,06-Aug-1991,Rio de Janeiro | Brazil,motorcycle - bicycle - bus - airplane - taxi - horse,F,"Medhurst, Streich and Schamberger"
11-10-1986,16-Nov-1986,Durban ; South Africa,ferry ; airplane ; caravan ; boat ; taxi ; walk,Masc,Cole Group
09-18-1987,26-Sep-1987,Durban ; South Africa,bicycle ; motorcycle ; ferry ; tram ; caravan ; horse ; car,F,"Kassulke, Rath and Upton"
07-30-1998,07-Aug-1998,Casablanca - Morocco,walk | train | airplane | bicycle,fem,Wolff-Cartwright
02-23-2011,05-Mar-2011,Ankara | Turkey,taxi | walk | car | tram | airplane,Male,Bahringer LLC
03-27-1977,06-Apr-1977,Lahore ; Pakistan,subway ; horse ; airplane ; walk ; bus ; boat ; tram ; car,Masc,Blick-Bartell
02-08-2010,14-Feb-2010,Lahore | Pakistan,tram - bus - boat - horse - bicycle - airplane - car - taxi,masc,Quigley-Braun
01-07-1994,14-Jan-1994,Rio de Janeiro ; Brazil,bicycle - subway - tram - bus,Female,"Lubowitz, Prohaska and Reilly"
12-18-1985,27-Dec-1985,Bangkok - Thailand,boat ; car ; bus ; tram,F,Cremin Inc
12-13-2018,18-Dec-2018,Addis Ababa | Ethiopia,boat - ferry - caravan - subway - tram - airplane,M,Schaden LLC
01-02-1989,11-Jan-1989,Abidjan | Ivory Coast,boat - airplane - car - motorcycle - horse - caravan,fem,Goldner LLC
03-02-2007,09-Mar-2007,Yangon - Myanmar,car ; taxi ; boat ; ferry ; caravan ; tram,masc,Sporer Group
08-21-1994,31-Aug-1994,Dhaka - Bangladesh,car | ferry | caravan | airplane,Fem,"Fritsch, Hegmann and Mueller"
07-09-2006,18-Jul-2006,Dhaka ; Bangladesh,horse | bicycle | taxi | walk,masc,"Schinner, Sauer and Powlowski"
03-16-2020,26-Mar-2020,Lahore | Pakistan,airplane - bus - boat - caravan - ferry - subway - taxi,Fem,Schmeler-Renner
10-08-2004,14-Oct-2004,Pune | India,tram | walk | train | boat,Fem,Heaney - Robel and Witting
02-28-2015,05-Mar-2015,Pune | India,airplane ; horse ; boat ; bus ; tram,fem,"Lubowitz, Prohaska and Reilly"
04-13-2015,17-Apr-2015,Johannesburg | South Africa,motorcycle | horse | walk | ferry | caravan,fem,"Fritsch, Hegmann and Mueller"
07-06-2020,13-Jul-2020,Pune ; India,walk | train | ferry | caravan | car | subway,Fem,"Kassulke, Rath and Upton"
09-19-2013,23-Sep-2013,Bangkok - Thailand,bicycle - bus - tram - car,Masc,Schmeler-Renner
06-17-2009,21-Jun-2009,Abidjan | Ivory Coast,caravan - horse - motorcycle - bicycle - train,masc,White-Stroman
01-08-2019,12-Jan-2019,Hanoi - Vietnam,train - subway - caravan - bicycle,M,Schaden LLC
03-25-1991,03-Apr-1991,Chennai | India,horse ; tram ; car ; subway ; airplane ; caravan ; bicycle,masc,Quigley-Braun
02-22-1978,03-Mar-1978,Alexandria ; Egypt,airplane - motorcycle - caravan - bicycle - bus - walk,F,Feil LLC
02-01-2014,10-Feb-2014,Bangkok | Thailand,car ; boat ; bus ; taxi ; walk ; ferry,Fem,Botsford Inc
06-26-2017,04-Jul-2017,Beijing | China,car | caravan | bicycle | subway | motorcycle,Male,Quigley-Braun
02-16-2021,25-Feb-2021,Yangon | Myanmar,ferry - tram - bicycle - airplane - boat - subway,fem,Feil LLC
06-29-1992,06-Jul-1992,Yangon ; Myanmar,tram | caravan | bus | taxi | airplane | subway,Masc,Heaney Inc
10-23-1999,30-Oct-1999,Beijing ; China,bus - subway - bicycle - walk - train - motorcycle - caravan - boat,Male,"Schinner, Sauer and Powlowski"
10-01-2002,05-Oct-2002,Hanoi ; Vietnam,subway | caravan | airplane | tram,F,Rempel and Sons
06-22-2003,01-Jul-2003,Beijing | China,walk ; horse ; car ; subway,Male,"Koelpin, Hoppe and Corwin"
11-15-1977,21-Nov-1977,Hanoi | Vietnam,taxi ; bicycle ; train ; caravan ; walk ; motorcycle,F,Wolff-Cartwright
05-08-2016,13-May-2016,Hanoi ; Vietnam,car ; subway ; taxi ; motorcycle,Female,Feest-Bode
02-13-1983,23-Feb-1983,Lahore ; Pakistan,bicycle ; car ; ferry ; caravan ; taxi ; subway,F,"Medhurst, Streich and Schamberger"
11-09-1987,18-Nov-1987,Durban | South Africa,bicycle - ferry - horse - boat - car,M,"Hodkiewicz, Luettgen and Stoltenberg"
01-07-2015,15-Jan-2015,Chennai - India,car | caravan | tram | bus,Masc,Goldner LLC
11-30-1983,09-Dec-1983,Pune | India,walk - train - ferry - airplane,Female,Sporer Group
07-17-1980,25-Jul-1980,Casablanca | Morocco,subway - train - ferry - taxi - car,Female,Quigley-Braun
04-09-1977,19-Apr-1977,Alexandria ; Egypt,bicycle - walk - caravan - train - car - boat - ferry - airplane,fem,Botsford Inc
04-10-1991,20-Apr-1991,Johannesburg | South Africa,horse - airplane - boat - car - ferry,Masc,Altenwerth and Sons
11-25-2000,04-Dec-2000,Beijing ; China,ferry ; train ; bus ; airplane ; taxi ; motorcycle ; horse ; subway,fem,Kerluke-Armstrong
04-07-1986,11-Apr-1986,Durban - South Africa,motorcycle | tram | ferry | train,Female,Murray LLC
01-02-1990,07-Jan-1990,Yangon ; Myanmar,walk ; airplane ; motorcycle ; car ; caravan,Female,Kulas LLC
04-04-1986,13-Apr-1986,Hanoi | Vietnam,bus - tram - airplane - car - boat - walk,Masc,"Koelpin, Hoppe and Corwin"
05-02-1970,12-May-1970,Bangkok - Thailand,walk ; taxi ; horse ; motorcycle ; tram ; car,Fem,Blick-Bartell
12-22-2013,31-Dec-2013,Lahore | Pakistan,subway | boat | bus | airplane | caravan | ferry | bicycle | horse,F,Rempel and Sons
08-19-1995,23-Aug-1995,Beijing | China,motorcycle - horse - boat - airplane - caravan,Masc,"Kassulke, Rath and Upton"
08-29-1992,03-Sep-1992,London ; United Kingdom,motorcycle ; train ; ferry ; airplane ; bicycle ; taxi,Male,Grant-Hand
10-31-2002,07-Nov-2002,Rio de Janeiro ; Brazil,bus | taxi | bicycle | ferry | motorcycle | airplane | caravan,Fem,White-Stroman
04-29-1972,08-May-1972,Bangkok | Thailand,bus | caravan | motorcycle | walk,M,"Kassulke, Rath and Upton"
01-05-1988,12-Jan-1988,Durban - South Africa,motorcycle | ferry | boat | train | taxi | walk,Male,"Koelpin, Hoppe and Corwin"
09-08-1975,15-Sep-1975,Johannesburg | South Africa,subway | horse | train | bus | ferry | motorcycle,Masc,Wolff-Cartwright
08-02-2002,06-Aug-2002,Chennai ; India,horse ; boat ; airplane ; motorcycle ; bicycle ; walk,M,Nienow LLC
12-29-2006,08-Jan-2007,Hanoi ; Vietnam,motorcycle | train | taxi | tram,M,Rempel and Sons
05-17-1980,27-May-1980,Rio de Janeiro - Brazil,bicycle ; airplane ; walk ; car ; caravan,masc,Cremin Inc
05-16-1997,25-May-1997,Chennai | India,boat - ferry - bicycle - subway - tram - airplane - train - motorcycle,F,Bahringer LLC
01-05-2005,09-Jan-2005,Mexico City - Mexico,walk - train - bicycle - airplane - bus - taxi - boat,M,Champlin-Kemmer
06-24-1991,03-Jul-1991,Durban - South Africa,horse | subway | taxi | tram | train | boat,Fem,Champlin-Kemmer
04-08-2001,13-Apr-2001,Lagos | Nigeria,motorcycle - caravan - train - subway - walk - bicycle,F,Cole Group
08-25-2019,30-Aug-2019,Alexandria - Egypt,taxi | motorcycle | train | ferry | car | horse | bus,Female,Cole Group
03-11-1979,18-Mar-1979,London | United Kingdom,car | bus | train | tram | walk | caravan,Fem,Rogahn-Crist
01-11-1998,16-Jan-1998,Bangkok | Thailand,boat | caravan | bus | bicycle | taxi | walk | subway,Fem,Hintz Group
05-21-1980,26-May-1980,Abidjan ; Ivory Coast,subway | walk | caravan | train,masc,"Hodkiewicz, Luettgen and Stoltenberg"
10-03-1999,07-Oct-1999,Lagos - Nigeria,subway ; walk ; bus ; tram ; motorcycle ; taxi ; bicycle,M,Kulas LLC
10-27-2007,02-Nov-2007,Lagos ; Nigeria,motorcycle | car | caravan | train | walk | subway | horse,Male,"Hodkiewicz, Luettgen and Stoltenberg"
01-16-1989,24-Jan-1989,Lagos | Nigeria,walk ; car ; motorcycle ; horse ; subway ; bicycle,Female,"Kassulke, Rath and Upton"
10-24-2016,29-Oct-2016,Mumbai | India,tram - car - bus - taxi - train,Fem,Heaney Inc
10-31-1985,09-Nov-1985,Lahore | Pakistan,bicycle - motorcycle - airplane - caravan - ferry - train,F,"Dare, Hoppe and Moore"
07-28-2003,01-Aug-2003,Pune | India,motorcycle | walk | taxi | ferry,masc,Grant-Hand
09-16-2017,21-Sep-2017,Chennai | India,walk | taxi | bicycle | train,Male,Feest-Bode
06-29-1999,05-Jul-1999,Mexico City | Mexico,horse ; car ; motorcycle ; airplane,Male,Cruickshank-Franecki
04-26-2018,03-May-2018,Bangkok | Thailand,walk | boat | horse | subway | tram | ferry,Masc,Schmeler-Renner
05-24-1994,28-May-1994,Durban - South Africa,caravan ; car ; taxi ; train ; motorcycle ; bicycle,fem,Altenwerth and Sons
07-29-2009,08-Aug-2009,Lagos - Nigeria,walk - train - taxi - boat - subway - caravan - ferry - car,M,"Fritsch, Hegmann and Mueller"
02-09-2005,17-Feb-2005,Chennai - India,bus - walk - bicycle - car - boat - caravan - horse,Masc,"Kassulke, Rath and Upton"
07-11-1984,16-Jul-1984,Lahore ; Pakistan,ferry ; motorcycle ; walk ; airplane ; caravan ; boat ; train,masc,"Leannon, Cassin and Trantow"
10-13-2012,23-Oct-2012,Alexandria | Egypt,caravan ; ferry ; airplane ; horse ; tram ; subway,Fem,Schaden LLC
03-08-1970,18-Mar-1970,Lahore | Pakistan,ferry - caravan - car - motorcycle - boat - train - horse - taxi,Fem,Wolff-Cartwright
03-16-1972,21-Mar-1972,Pune | India,ferry ; walk ; bicycle ; train ; motorcycle,Male,Langosh-Franecki
05-30-2011,07-Jun-2011,Pune - India,caravan - bicycle - tram - taxi - horse - motorcycle,F,Sporer Group
06-20-1974,30-Jun-1974,Chennai | India,subway | boat | walk | car | motorcycle | taxi | bicycle,F,Cremin Inc
01-05-1997,13-Jan-1997,Bangkok ; Thailand,subway | boat | ferry | car | caravan,M,"Leannon, Cassin and Trantow"
01-11-1986,21-Jan-1986,Lagos ; Nigeria,boat - caravan - horse - ferry,Masc,Langosh-Franecki
11-28-1998,03-Dec-1998,London - United Kingdom,subway - airplane - taxi - bicycle - tram,F,Rogahn-Crist
02-23-1995,05-Mar-1995,Casablanca ; Morocco,tram | car | boat | caravan | walk | horse,Masc,"Medhurst, Streich and Schamberger"
05-05-2017,11-May-2017,Hanoi - Vietnam,train ; bus ; walk ; airplane,Female,"Fritsch, Hegmann and Mueller"
05-16-2021,24-May-2021,Chennai | India,tram | caravan | airplane | motorcycle,Fem,Kulas LLC
10-24-2006,28-Oct-2006,Alexandria ; Egypt,bicycle - motorcycle - airplane - tram - walk,Masc,Grant-Hand
12-04-1976,11-Dec-1976,Casablanca - Morocco,caravan ; subway ; taxi ; bus,masc,Altenwerth and Sons
11-20-2019,26-Nov-2019,Casablanca ; Morocco,taxi - car - boat - walk - ferry - bus - subway,masc,White-Stroman
05-06-1987,12-May-1987,Casablanca ; Morocco,tram - horse - caravan - bicycle - motorcycle,Female,"Kassulke, Rath and Upton"
10-07-1979,14-Oct-1979,Lagos - Nigeria,bus - ferry - airplane - taxi - caravan - horse,fem,Cruickshank-Franecki
03-17-2011,26-Mar-2011,Beijing - China,car | horse | tram | bicycle,M,Murray LLC
10-06-1999,13-Oct-1999,Hanoi | Vietnam,tram - motorcycle - subway - walk,fem,"Leannon, Cassin and Trantow"
01-24-1971,28-Jan-1971,Mumbai ; India,airplane | subway | caravan | motorcycle | bicycle | car | horse,Masc,Quigley-Braun
02-14-1992,23-Feb-1992,Chennai | India,caravan | walk | car | boat | horse | motorcycle | subway,Fem,Botsford Inc
03-13-1973,19-Mar-1973,Ankara | Turkey,ferry ; train ; boat ; car ; motorcycle,F,Rempel and Sons
10-23-2002,02-Nov-2002,Beijing - China,airplane ; motorcycle ; bicycle ; walk ; taxi ; ferry ; car,Female,Rempel and Sons
09-30-2017,09-Oct-2017,Delhi - India,boat - taxi - bicycle - motorcycle,Female,Wolff-Cartwright
12-29-1978,06-Jan-1979,Casablanca ; Morocco,ferry | train | tram | boat | airplane,F,Hintz Group
01-12-2012,19-Jan-2012,Delhi - India,caravan | taxi | ferry | bicycle | tram | horse,masc,White-Stroman
06-12-1974,16-Jun-1974,Delhi ; India,caravan | subway | ferry | tram | taxi | car,M,Kerluke-Armstrong
06-07-2016,14-Jun-2016,Lahore ; Pakistan,tram - horse - boat - motorcycle - bicycle - taxi - airplane,F,Cole Group
10-17-2016,27-Oct-2016,Yangon - Myanmar,subway ; boat ; airplane ; walk ; ferry ; caravan ; train ; bus,M,Sporer Group
02-05-2003,12-Feb-2003,London | United Kingdom,horse ; car ; ferry ; tram ; airplane ; walk ; train,Male,Cole Group
03-09-2012,16-Mar-2012,Dhaka | Bangladesh,boat - bicycle - ferry - caravan - car - horse - train - tram,Female,Rempel and Sons
03-02-1981,08-Mar-1981,Alexandria | Egypt,subway | ferry | tram | bus | caravan | walk | motorcycle | taxi,Fem,"Funk, Morar and Rodriguez"
11-19-2003,26-Nov-2003,Johannesburg - South Africa,ferry ; walk ; subway ; tram,Fem,Wolff-Cartwright
01-25-1984,03-Feb-1984,Lahore | Pakistan,subway ; bus ; boat ; tram ; taxi,Masc,Feil LLC
04-10-1991,16-Apr-1991,Abidjan | Ivory Coast,tram | train | car | bicycle | subway | horse | motorcycle,Female,"Funk, Morar and Rodriguez"
05-10-2009,17-May-2009,Mumbai ; India,horse | bus | subway | tram,fem,Rempel and Sons
01-26-2010,04-Feb-2010,Bangkok - Thailand,airplane | caravan | subway | motorcycle | taxi | ferry,masc,"Leannon, Cassin and Trantow"
01-25-1995,30-Jan-1995,Durban | South Africa,airplane ; horse ; car ; walk ; boat ; caravan ; bicycle,masc,Quigley-Braun
10-06-1995,13-Oct-1995,Mexico City - Mexico,car | motorcycle | taxi | airplane | horse,Female,Cruickshank-Franecki
12-20-1995,27-Dec-1995,Beijing - China,train | car | tram | bus | motorcycle | taxi | caravan,Masc,Heaney - Robel and Witting
05-01-2019,07-May-2019,Delhi - India,bus ; ferry ; taxi ; walk ; bicycle ; subway ; airplane,fem,Quigley-Braun
06-28-1976,05-Jul-1976,Yangon ; Myanmar,caravan - train - car - ferry - tram,fem,Ledner LLC
04-11-1972,16-Apr-1972,Durban ; South Africa,taxi - caravan - train - bus,Male,Rempel and Sons
01-17-2021,27-Jan-2021,Chennai | India,subway - walk - caravan - ferry - boat - tram - horse - taxi,Masc,Champlin-Kemmer
09-06-1984,13-Sep-1984,Lagos | Nigeria,bicycle - caravan - ferry - boat - airplane - walk - taxi,Fem,Feest-Bode
07-21-1978,25-Jul-1978,Casablanca | Morocco,car - train - boat - subway - horse - motorcycle,Male,"Koelpin, Hoppe and Corwin"
06-10-2020,17-Jun-2020,Yangon - Myanmar,airplane | bus | caravan | motorcycle | tram | taxi | boat,fem,Schaden LLC
11-30-2004,07-Dec-2004,Abidjan ; Ivory Coast,horse ; subway ; tram ; airplane,Male,White-Stroman
09-17-2010,23-Sep-2010,Alexandria ; Egypt,car | motorcycle | subway | boat | walk | tram,masc,Quigley-Braun
04-27-1983,01-May-1983,London ; United Kingdom,bus - train - tram - car - taxi,fem,Murray LLC
04-24-2013,01-May-2013,Abidjan | Ivory Coast,bicycle - walk - train - ferry - airplane - horse,M,Rogahn-Crist
10-05-2013,12-Oct-2013,Beijing - China,airplane ; taxi ; horse ; subway ; boat,Masc,Feil LLC
07-13-2003,20-Jul-2003,London | United Kingdom,tram | bicycle | horse | train | bus | subway | airplane | car,F,Rempel and Sons
03-10-1984,19-Mar-1984,Chennai | India,horse ; taxi ; tram ; walk ; caravan ; boat,F,"Hayes, Bins and Considine"
08-04-1981,08-Aug-1981,Alexandria - Egypt,bicycle - train - horse - motorcycle - taxi,Masc,Nienow LLC
07-04-2005,11-Jul-2005,Addis Ababa | Ethiopia,boat - taxi - bicycle - caravan - horse,Female,Hintz Group
06-30-1981,05-Jul-1981,Durban ; South Africa,car ; boat ; bicycle ; subway ; walk,F,"Kassulke, Rath and Upton"
11-22-2010,29-Nov-2010,Alexandria - Egypt,boat - tram - airplane - bicycle,Male,"Koelpin, Hoppe and Corwin"
09-04-2013,10-Sep-2013,Mumbai - India,tram | taxi | caravan | subway | walk | motorcycle | ferry | horse,Male,"Medhurst, Streich and Schamberger"
07-01-1976,11-Jul-1976,Addis Ababa - Ethiopia,subway ; train ; caravan ; walk ; tram ; motorcycle ; horse ; boat,Fem,White-Stroman
03-16-2000,24-Mar-2000,Mexico City ; Mexico,ferry ; subway ; airplane ; bicycle,M,"Kassulke, Rath and Upton"
07-10-2014,18-Jul-2014,Lagos | Nigeria,airplane ; horse ; boat ; walk ; caravan ; motorcycle,M,"Dare, Hoppe and Moore"
09-26-1977,03-Oct-1977,Alexandria - Egypt,boat | bus | airplane | train | ferry | horse | subway | car,fem,Wolff-Cartwright
07-14-1974,19-Jul-1974,Addis Ababa - Ethiopia,ferry - caravan - boat - motorcycle - car - taxi,M,Grant-Hand
05-04-1975,11-May-1975,Yangon | Myanmar,walk ; caravan ; bicycle ; boat ; ferry,Male,Goldner LLC
12-22-2013,27-Dec-2013,Mexico City | Mexico,ferry - airplane - walk - caravan - motorcycle - boat - tram,F,Blick-Bartell
02-08-2011,18-Feb-2011,Beijing | China,horse | train | walk | bus | subway | bicycle | tram | ferry,Masc,Rempel and Sons
08-14-1977,22-Aug-1977,London - United Kingdom,car | train | bicycle | caravan,Masc,Grant-Hand
09-08-1976,14-Sep-1976,Casablanca - Morocco,walk ; car ; motorcycle ; ferry ; airplane ; subway ; caravan,F,Nienow LLC
05-09-1988,14-May-1988,Rio de Janeiro | Brazil,tram ; train ; airplane ; horse ; bicycle,M,"Fritsch, Hegmann and Mueller"
03-29-2008,06-Apr-2008,Dhaka - Bangladesh,bicycle | bus | motorcycle | ferry | train | tram | boat | horse,M,Feest-Bode
06-11-2015,15-Jun-2015,Alexandria | Egypt,horse | walk | tram | ferry,Fem,"Funk, Morar and Rodriguez"
07-12-1973,21-Jul-1973,Casablanca ; Morocco,tram | caravan | walk | train | bicycle,fem,Schaden LLC
07-10-1996,19-Jul-1996,Ankara ; Turkey,taxi - walk - subway - ferry - caravan - motorcycle,masc,Wolff-Cartwright
12-21-2008,31-Dec-2008,Johannesburg - South Africa,boat | subway | taxi | horse,masc,Sporer Group
12-06-2008,15-Dec-2008,Mexico City ; Mexico,taxi | bus | car | bicycle,fem,Feest-Bode
08-17-1999,21-Aug-1999,Hanoi | Vietnam,bus | motorcycle | tram | horse | taxi,Female,Schaden LLC
12-19-2007,28-Dec-2007,Mexico City ; Mexico,boat - tram - caravan - train,F,Quigley-Braun
12-05-1989,09-Dec-1989,Hanoi - Vietnam,caravan ; tram ; bicycle ; boat ; horse ; subway ; train ; ferry,Female,White-Stroman
02-12-2007,21-Feb-2007,Casablanca ; Morocco,caravan | tram | walk | subway,Female,Schmeler-Renner
07-03-2004,12-Jul-2004,Johannesburg | South Africa,motorcycle - car - ferry - caravan - bus - horse - subway - tram,Fem,Sporer Group
07-05-2007,12-Jul-2007,Lagos ; Nigeria,boat - taxi - horse - tram,fem,Feest-Bode
07-18-1983,25-Jul-1983,Lahore - Pakistan,motorcycle | bicycle | boat | train | ferry | airplane,Masc,"Medhurst, Streich and Schamberger"
02-18-1988,26-Feb-1988,London - United Kingdom,boat - walk - taxi - airplane - ferry - car - tram - subway,M,Altenwerth and Sons
11-30-1998,08-Dec-1998,Alexandria | Egypt,bicycle - caravan - horse - airplane - tram,Masc,Cremin Inc
11-28-2017,08-Dec-2017,Mexico City ; Mexico,subway - walk - bus - boat - caravan - car,masc,Murray LLC
09-20-1988,28-Sep-1988,Dhaka - Bangladesh,taxi - horse - bicycle - subway,M,"Lubowitz, Prohaska and Reilly"
02-28-2013,10-Mar-2013,Johannesburg ; South Africa,airplane ; walk ; subway ; ferry ; bus,masc,Heaney - Robel and Witting
05-08-2007,15-May-2007,Rio de Janeiro | Brazil,boat - subway - car - airplane,F,Ledner LLC
09-23-2002,01-Oct-2002,Casablanca | Morocco,ferry ; train ; boat ; horse ; motorcycle ; subway,fem,Kerluke-Armstrong
09-03-1972,07-Sep-1972,Delhi - India,walk - horse - tram - subway - boat - train,Masc,Schaden LLC
12-14-1989,19-Dec-1989,Abidjan - Ivory Coast,ferry | motorcycle | caravan | train | car,F,"Schinner, Sauer and Powlowski"
11-24-2013,02-Dec-2013,Casablanca | Morocco,car | motorcycle | tram | ferry | boat | airplane | bus,F,"Leannon, Cassin and Trantow"
04-27-2013,07-May-2013,Abidjan | Ivory Coast,walk - boat - bicycle - car,fem,Murray LLC
11-05-1996,13-Nov-1996,Delhi - India,train | horse | boat | walk | subway,masc,Grant-Hand
12-16-1984,20-Dec-1984,Lahore - Pakistan,walk | boat | subway | caravan | bicycle,masc,Botsford Inc
01-02-2004,08-Jan-2004,Alexandria ; Egypt,ferry ; airplane ; walk ; train,M,Schmeler-Renner
09-19-1991,27-Sep-1991,Lahore - Pakistan,taxi - boat - airplane - ferry,Female,"Hodkiewicz, Luettgen and Stoltenberg"
07-21-1996,25-Jul-1996,Beijing ; China,train | car | subway | tram,Male,Rempel and Sons
08-30-2018,08-Sep-2018,Lagos ; Nigeria,car ; taxi ; subway ; bicycle ; tram ; boat,Masc,Heaney - Robel and Witting
11-07-2013,17-Nov-2013,Abidjan | Ivory Coast,car | tram | taxi | bicycle,Female,"Funk, Morar and Rodriguez"
12-26-1984,31-Dec-1984,Lagos - Nigeria,car ; train ; boat ; subway,Female,White-Stroman
04-30-1974,05-May-1974,Mexico City ; Mexico,tram ; bus ; train ; walk ; motorcycle,Female,Hintz Group
08-12-2008,22-Aug-2008,Dhaka - Bangladesh,car ; train ; horse ; walk ; motorcycle ; tram ; ferry ; boat,Female,"Medhurst, Streich and Schamberger"
09-25-1970,04-Oct-1970,Yangon - Myanmar,motorcycle - bicycle - ferry - bus - tram,fem,Feil LLC
07-13-2013,20-Jul-2013,Durban ; South Africa,motorcycle | ferry | airplane | bus,masc,"Schinner, Sauer and Powlowski"
04-11-1990,18-Apr-1990,Delhi | India,horse - motorcycle - airplane - car - caravan - train - tram,F,"Medhurst, Streich and Schamberger"
08-05-1977,09-Aug-1977,Abidjan | Ivory Coast,subway | car | horse | caravan | ferry,fem,Cruickshank-Franecki
12-16-1972,23-Dec-1972,London - United Kingdom,horse | train | bicycle | caravan | taxi | tram | motorcycle,Masc,Heaney - Robel and Witting
11-16-1971,22-Nov-1971,Yangon ; Myanmar,horse | car | bicycle | caravan | bus | taxi | boat | walk,masc,Rempel and Sons
10-10-1978,20-Oct-1978,Hanoi - Vietnam,boat | car | bicycle | train | walk | horse | taxi,Fem,Feest-Bode
11-30-2010,06-Dec-2010,Rio de Janeiro | Brazil,subway ; walk ; airplane ; ferry ; motorcycle,Male,"Medhurst, Streich and Schamberger"
09-19-2015,23-Sep-2015,Abidjan - Ivory Coast,caravan | boat | walk | tram | taxi,M,White-Stroman
01-17-1993,25-Jan-1993,Abidjan | Ivory Coast,bus ; train ; bicycle ; subway ; taxi ; walk ; motorcycle ; car,fem,Goldner LLC
03-12-2003,21-Mar-2003,Hanoi | Vietnam,car ; subway ; taxi ; walk,fem,White-Stroman
04-05-2002,13-Apr-2002,Lagos - Nigeria,subway ; taxi ; bicycle ; tram ; bus ; car ; walk ; caravan,Male,Wolff-Cartwright
10-11-2003,17-Oct-2003,Mumbai - India,subway ; train ; bus ; motorcycle ; airplane,Male,Cruickshank-Franecki
11-20-1994,26-Nov-1994,Abidjan ; Ivory Coast,motorcycle - ferry - airplane - bus,F,Schaden LLC
08-18-2005,25-Aug-2005,Abidjan ; Ivory Coast,airplane | bus | caravan | horse,Masc,Hintz Group
07-27-2001,06-Aug-2001,Lahore ; Pakistan,walk | bus | caravan | airplane | tram | ferry,Female,Rogahn-Crist
01-31-2016,08-Feb-2016,Dhaka - Bangladesh,train | boat | bus | tram | airplane | subway | horse | motorcycle,masc,"Fritsch, Hegmann and Mueller"
12-17-1990,24-Dec-1990,Addis Ababa ; Ethiopia,caravan - bicycle - train - tram - subway,fem,Hintz Group
10-05-2002,12-Oct-2002,Chennai | India,bus | boat | train | airplane | walk,masc,Wolff-Cartwright
10-01-2005,07-Oct-2005,Johannesburg - South Africa,boat - ferry - tram - car - bicycle,Male,Schmeler-Renner
11-03-1977,10-Nov-1977,Dhaka ; Bangladesh,caravan ; airplane ; boat ; tram ; walk ; motorcycle ; horse ; subway,Fem,Kerluke-Armstrong
03-15-1975,19-Mar-1975,London - United Kingdom,bus ; ferry ; horse ; boat ; caravan ; subway ; tram,Female,Heaney Inc
10-16-2004,21-Oct-2004,London - United Kingdom,subway ; airplane ; horse ; bus ; motorcycle,Female,"Medhurst, Streich and Schamberger"
06-07-2013,15-Jun-2013,Ankara - Turkey,bicycle | horse | train | bus | walk,Female,Nienow LLC
03-12-2006,22-Mar-2006,Bangkok - Thailand,ferry ; car ; taxi ; bicycle,Fem,Heaney Inc
08-24-1991,29-Aug-1991,Alexandria ; Egypt,airplane - walk - taxi - tram - horse - train - boat - car,M,"Hodkiewicz, Luettgen and Stoltenberg"
04-14-1976,19-Apr-1976,Lahore | Pakistan,bicycle - airplane - ferry - caravan - taxi - subway - boat,F,Heaney - Robel and Witting
08-31-2008,09-Sep-2008,Beijing - China,horse - bus - bicycle - tram - caravan - boat,F,"Hayes, Bins and Considine"
06-09-2001,17-Jun-2001,Abidjan ; Ivory Coast,horse - bus - taxi - car - subway - tram - train - airplane,Female,Feest-Bode
11-22-2009,27-Nov-2009,Abidjan ; Ivory Coast,subway - horse - train - caravan,fem,Langosh-Franecki
